loss,accuracy,val_loss,val_accuracy,epochs
2.1550841331481934,0.0782608687877655,2.0530874729156494,0.03448275849223137,1
2.0990028381347656,0.12173912674188614,2.061929702758789,0.0,2
2.057135820388794,0.13913042843341827,2.0696070194244385,0.0,3
2.027540445327759,0.20000000298023224,2.071798324584961,0.0,4
2.0007777214050293,0.260869562625885,2.072138547897339,0.0,5
1.9782719612121582,0.25217390060424805,2.071385383605957,0.0,6
1.955103874206543,0.25217390060424805,2.0652756690979004,0.0,7
1.9398634433746338,0.260869562625885,2.06001615524292,0.0,8
1.9112536907196045,0.2956521809101105,2.057828187942505,0.0,9
1.8889614343643188,0.2956521809101105,2.055554151535034,0.0,10
1.871537685394287,0.3391304314136505,2.0542187690734863,0.0,11
1.8443289995193481,0.38260868191719055,2.0517704486846924,0.0,12
1.8274872303009033,0.38260868191719055,2.0482378005981445,0.0,13
1.8082278966903687,0.3913043439388275,2.0450263023376465,0.03448275849223137,14
1.7874716520309448,0.417391300201416,2.0437564849853516,0.03448275849223137,15
1.7553064823150635,0.426086962223053,2.0392420291900635,0.03448275849223137,16
1.734233021736145,0.43478259444236755,2.033552646636963,0.03448275849223137,17
1.7119053602218628,0.43478259444236755,2.025554895401001,0.03448275849223137,18
1.6864467859268188,0.4434782564640045,2.0184857845306396,0.03448275849223137,19
1.6583164930343628,0.46086955070495605,2.0139689445495605,0.03448275849223137,20
1.6296113729476929,0.469565212726593,2.0054008960723877,0.03448275849223137,21
1.6057602167129517,0.469565212726593,2.0021889209747314,0.03448275849223137,22
1.5861567258834839,0.469565212726593,2.001526355743408,0.03448275849223137,23
1.5519096851348877,0.47826087474823,1.9939541816711426,0.03448275849223137,24
1.5211694240570068,0.47826087474823,1.9900914430618286,0.03448275849223137,25
1.4981815814971924,0.47826087474823,1.9793057441711426,0.03448275849223137,26
1.4678782224655151,0.47826087474823,1.969584584236145,0.03448275849223137,27
1.4486346244812012,0.48695650696754456,1.9586155414581299,0.03448275849223137,28
1.4180861711502075,0.47826087474823,1.9523872137069702,0.03448275849223137,29
1.3976970911026,0.4956521689891815,1.944743275642395,0.03448275849223137,30
1.3602020740509033,0.5130434632301331,1.9479190111160278,0.03448275849223137,31
1.3452426195144653,0.530434787273407,1.9519259929656982,0.03448275849223137,32
1.320455551147461,0.5478261113166809,1.9469728469848633,0.03448275849223137,33
1.2983064651489258,0.539130449295044,1.930323600769043,0.03448275849223137,34
1.2761832475662231,0.539130449295044,1.914068341255188,0.03448275849223137,35
1.2526170015335083,0.5565217137336731,1.9117060899734497,0.03448275849223137,36
1.2174040079116821,0.6000000238418579,1.8971542119979858,0.06896551698446274,37
1.2090646028518677,0.5652173757553101,1.8769562244415283,0.06896551698446274,38
1.175252079963684,0.6000000238418579,1.86272394657135,0.06896551698446274,39
1.1719056367874146,0.591304361820221,1.845483422279358,0.1034482792019844,40
1.136620044708252,0.634782612323761,1.8319621086120605,0.1034482792019844,41
1.109390139579773,0.6608695387840271,1.8204396963119507,0.1034482792019844,42
1.1006509065628052,0.6608695387840271,1.7992037534713745,0.2068965584039688,43
1.0757842063903809,0.686956524848938,1.7843769788742065,0.17241379618644714,44
1.0496776103973389,0.7043478488922119,1.7590004205703735,0.2068965584039688,45
1.045251488685608,0.7130434513092041,1.74858558177948,0.2068965584039688,46
1.0164552927017212,0.7217391133308411,1.7248047590255737,0.2068965584039688,47
0.9972812533378601,0.695652186870575,1.6995391845703125,0.2068965584039688,48
0.977698564529419,0.695652186870575,1.6672643423080444,0.2068965584039688,49
0.9661951661109924,0.695652186870575,1.6459615230560303,0.2068965584039688,50
0.9318538904190063,0.7043478488922119,1.6262282133102417,0.2068965584039688,51
0.9218284487724304,0.695652186870575,1.5972144603729248,0.2068965584039688,52
0.8959686160087585,0.695652186870575,1.5636498928070068,0.2068965584039688,53
0.8751921057701111,0.695652186870575,1.5347446203231812,0.37931033968925476,54
0.8654043078422546,0.7130434513092041,1.5068269968032837,0.37931033968925476,55
0.8355042934417725,0.7043478488922119,1.489336609840393,0.517241358757019,56
0.8288780450820923,0.730434775352478,1.475951075553894,0.3448275923728943,57
0.8015691637992859,0.7565217614173889,1.4471102952957153,0.517241358757019,58
0.7987279295921326,0.7652173638343811,1.4041999578475952,0.517241358757019,59
0.7935107946395874,0.7565217614173889,1.366085171699524,0.517241358757019,60
0.7518575191497803,0.7652173638343811,1.3327704668045044,0.517241358757019,61
0.7523568868637085,0.7565217614173889,1.2990036010742188,0.5862069129943848,62
0.7289658784866333,0.800000011920929,1.2809444665908813,0.517241358757019,63
0.7135826349258423,0.7739130258560181,1.2575777769088745,0.5862069129943848,64
0.690832257270813,0.8173912763595581,1.2318202257156372,0.5862069129943848,65
0.6896088719367981,0.800000011920929,1.1965601444244385,0.5862069129943848,66
0.6702226996421814,0.7739130258560181,1.1628714799880981,0.6551724076271057,67
0.6462271809577942,0.8086956739425659,1.1313592195510864,0.6896551847457886,68
0.6294718980789185,0.8173912763595581,1.0980349779129028,0.6896551847457886,69
0.6286250948905945,0.800000011920929,1.0708706378936768,0.6896551847457886,70
0.6178171038627625,0.834782600402832,1.0421652793884277,0.6896551847457886,71
0.5889585614204407,0.852173924446106,1.022131323814392,0.6896551847457886,72
0.5858572721481323,0.852173924446106,1.006946325302124,0.7241379022598267,73
0.5724723935127258,0.843478262424469,0.9804789423942566,0.7586206793785095,74
0.5437008738517761,0.8782608509063721,0.9560227394104004,0.7586206793785095,75
0.5530676245689392,0.8695651888847351,0.933320164680481,0.7586206793785095,76
0.5154940485954285,0.8782608509063721,0.9017816781997681,0.7586206793785095,77
0.5083295702934265,0.8782608509063721,0.8751593828201294,0.7586206793785095,78
0.5068495273590088,0.8608695864677429,0.8501731157302856,0.7586206793785095,79
0.5199790596961975,0.843478262424469,0.8235317468643188,0.7586206793785095,80
0.4885101914405823,0.8782608509063721,0.8080270290374756,0.7931034564971924,81
0.48633959889411926,0.8695651888847351,0.7930691242218018,0.7931034564971924,82
0.47386661171913147,0.8782608509063721,0.7708180546760559,0.7931034564971924,83
0.4495213031768799,0.895652174949646,0.755049467086792,0.7931034564971924,84
0.4527358412742615,0.8782608509063721,0.7411481142044067,0.7586206793785095,85
0.43822693824768066,0.904347836971283,0.7213425040245056,0.8275862336158752,86
0.4359276294708252,0.895652174949646,0.7061075568199158,0.8275862336158752,87
0.4271981716156006,0.895652174949646,0.6915348768234253,0.8275862336158752,88
0.43635186553001404,0.8782608509063721,0.6696009039878845,0.7931034564971924,89
0.3987499177455902,0.904347836971283,0.6574432849884033,0.8275862336158752,90
0.4056783616542816,0.886956512928009,0.6483519077301025,0.7931034564971924,91
0.3945286273956299,0.895652174949646,0.6399931311607361,0.8275862336158752,92
0.38390588760375977,0.895652174949646,0.627041757106781,0.8275862336158752,93
0.37406444549560547,0.886956512928009,0.6175284385681152,0.8275862336158752,94
0.3629051148891449,0.904347836971283,0.6031142473220825,0.8275862336158752,95
0.366513729095459,0.904347836971283,0.5921232104301453,0.7931034564971924,96
0.37839266657829285,0.8782608509063721,0.5805328488349915,0.7931034564971924,97
0.3404037058353424,0.895652174949646,0.5544240474700928,0.7931034564971924,98
0.34557002782821655,0.904347836971283,0.543348491191864,0.8275862336158752,99
0.34183570742607117,0.886956512928009,0.5389171242713928,0.7931034564971924,100
